ORIGSA1_2021,DESTSA1_2021,Distance,index_x,dist_to_SA1_x,Origin_Node,dist_to_node_x,index_y,dist_to_SA1_y,Destination_Node,dist_to_node_y,shortest_path_m
11703163807,11703163804,0,229,0.0,9181.0,0.0,226,0.0,2297.0,2.3865140974521633e-09,598.2451786011173
11703163807,11703163805,0,229,0.0,9181.0,0.0,227,0.0,10298.0,0.0,
11703163807,11703163813,0,229,0.0,9181.0,0.0,234,0.0,2769.0,2.3283064365386963e-09,604.0931810978194
11703163808,11703133112,0,230,0.0,3549.0,0.0,94,0.0,2417.0,2.3283064365386963e-09,1658.938050086362
11703163808,11703164009,0,230,0.0,3549.0,0.0,267,0.0,4049.0,0.0,783.4759088442958
11703163808,11703164011,0,230,0.0,3549.0,0.0,269,0.0,9421.0,0.0,702.8816065701293
11703163809,11703163819,0,231,0.0,2463.0,2.3865140974521633e-09,239,0.0,8571.0,0.0,
11703163810,11703163811,0,232,0.0,2505.0,0.0,233,0.0,2290.0,0.0,60.585875694857464
11703163811,11703164013,0,233,0.0,2290.0,0.0,270,0.0,3993.0,0.0,1420.4267453111163
11703163814,11703163815,0,235,0.0,2533.0,0.0,236,0.0,8617.0,0.0,1311.4904662284664
11703163816,11703163816,0,237,0.0,3705.0,0.0,237,0.0,3947.0,0.0,9.66490220549494
11703163816,11703163819,0,237,0.0,3947.0,0.0,239,0.0,8571.0,0.0,
11703163816,11703164009,0,237,0.0,3947.0,0.0,267,0.0,4049.0,0.0,636.3042616930819
11703163816,11703164032,0,237,0.0,3947.0,0.0,280,0.0,3572.0,0.0,304.27708087859725
11703163817,11703163814,0,238,0.0,9156.0,0.0,235,0.0,2533.0,0.0,358.346659396423
11703163817,11703164002,0,238,0.0,9156.0,0.0,261,0.0,9403.0,0.0,608.937463410584
