ORIGSA1_2021,DESTSA1_2021,Predicted_Prob,Predicted_Flow
11703132910,11703132910,0.0,0.0
11703132910,11703132911,0.0,0.0
11703132910,11703132915,0.0,0.0
11703132910,11703132917,0.0,0.0
11703132910,11703132918,0.0,0.0
11703132910,11703132919,0.0,0.0
11703132910,11703132920,0.0,0.0
11703132910,11703132921,0.0,0.0
11703132910,11703132922,0.17314795,66.34478
11703132910,11703132923,0.03822097,14.64506
11703132910,11703132924,0.0,0.0
11703132910,11703132925,0.1297386,49.7117
11703132910,11703132928,0.09690568,37.13117
11703132910,11703133321,0.16596931,63.594154
11703132910,11703133619,0.0,0.0
11703132910,11703133622,0.0,0.0
11703132910,11703133642,0.0,0.0
11703132911,11703132901,0.0,0.0
11703132911,11703132902,0.5505165,186.58867
11703132911,11703132903,0.0,0.0
11703132911,11703132904,0.0,0.0
11703132911,11703132906,0.041074872,13.921664
11703132911,11703132907,0.12388331,41.988243
11703132911,11703132908,0.0,0.0
11703132911,11703132910,0.0,0.0
11703132911,11703132911,0.0,0.0
11703132911,11703132912,0.0,0.0
11703132911,11703132913,0.0,0.0
11703132911,11703132914,0.0,0.0
11703132911,11703132921,0.0,0.0
11703132911,11703132922,0.18718344,63.442802
11703132911,11703132923,0.09734166,32.992382
11703132911,11703132924,0.0,0.0
11703132911,11703132925,0.0,0.0
11703132911,11703132926,0.0,0.0
11703132911,11703132927,0.0,0.0
11703132911,11703132928,0.0,0.0
11703132911,11801134501,0.0,0.0
11703132911,11801134504,0.0,0.0
11703132911,11801134536,0.0,0.0
11703132912,11703132902,0.0,0.0
11703132912,11703132903,0.20084745,70.36649
11703132912,11703132906,0.12711245,44.53359
11703132912,11703132911,0.0,0.0
11703132912,11703132912,0.0,0.0
11703132912,11703132913,0.5160532,180.79819
11703132912,11703132914,0.0,0.0
11703132912,11703132923,0.0,0.0
11703132912,11703132926,0.0,0.0
11703132912,11703132927,0.0,0.0
11703132912,11703133333,0.0,0.0
11703132912,11801134501,0.0,0.0
11703132912,11801134504,0.12861055,45.058445
11703132912,11801134519,0.0,0.0
11703132912,11801134536,0.027376413,9.59127
11703132913,11703132901,0.0,0.0
11703132913,11703132902,0.0,0.0
11703132913,11703132903,0.15499762,56.862526
11703132913,11703132906,0.0,0.0
11703132913,11703132911,0.0,0.0
11703132913,11703132912,0.25800863,94.65321
11703132913,11703132913,0.0,0.0
11703132913,11703132914,0.2094383,76.83467
11703132913,11703132923,0.0,0.0
11703132913,11703132926,0.23689124,86.906075
11703132913,11703132927,0.0,0.0
11703132913,11703133333,0.0,0.0
11703132913,11801134501,0.011863381,4.3522077
11703132913,11801134504,0.0,0.0
11703132913,11801134519,0.0,0.0
11703132913,11801134536,0.12880078,47.251938
11703132914,11703132901,0.0,0.0
11703132914,11703132906,0.0,0.0
11703132914,11703132911,0.0,0.0
11703132914,11703132912,0.0,0.0
11703132914,11703132913,0.22773758,80.78754
11703132914,11703132914,0.024828643,8.807703
11703132914,11703132923,0.012778193,4.532931
11703132914,11703132926,0.10807654,38.339027
11703132914,11703132927,0.0,0.0
11703132914,11703132928,0.0,0.0
11703132914,11703133333,0.35615245,126.34138
11703132914,11703133334,0.0,0.0
11703132914,11703133335,0.0,0.0
11703132914,11703133336,0.0,0.0
11703132914,11703133337,0.0,0.0
11703132914,11703133346,0.0,0.0
11703132914,11703133351,0.0,0.0
11703132914,11703133352,0.2331666,82.713425
11703132914,11801134504,0.0,0.0
11703132914,11801134519,0.037260026,13.217607
11703132914,11801165008,0.0,0.0
11703132914,11801165019,0.0,0.0
11703132915,11703132904,0.0,0.0
11703132915,11703132905,0.0,0.0
11703132915,11703132908,0.0,0.0
11703132915,11703132909,0.20671982,101.69303
11703132915,11703132910,0.0,0.0
11703132915,11703132915,0.0,0.0
11703132915,11703132916,0.32703114,160.87857
11703132915,11703132917,0.19940367,98.093956
11703132915,11703132918,0.0,0.0
11703132915,11703132919,0.0,0.0
11703132915,11703133318,0.0,0.0
11703132915,11703133614,0.0,0.0
11703132915,11703133617,0.030323535,14.917255
11703132915,11703133618,0.0,0.0
11703132915,11703133619,0.0,0.0
11703132915,11703133620,0.0,0.0
11703132915,11703133622,0.0,0.0
11703132915,11703133640,0.0,0.0
11703132915,11703133642,0.0,0.0
11703132915,11703164402,0.0,0.0
11703132915,11703164414,0.0,0.0
11703132915,11703164418,0.0,0.0
11703132915,11703164428,0.0,0.0
11703132915,11703164502,0.0,0.0
11703132915,11703164507,0.0,0.0
11703132915,11703164509,0.0,0.0
11703132915,11703164521,0.0,0.0
11703132915,11703164528,0.23652181,116.35372
11703132915,11703164534,0.0,0.0
11703132916,11703132909,0.0,0.0
11703132916,11703132915,0.108896285,38.13616
11703132916,11703132916,0.0,0.0
11703132916,11703132917,0.0,0.0
11703132916,11703132918,0.43820244,153.46124
11703132916,11703132919,0.0,0.0
11703132916,11703132920,0.0,0.0
11703132916,11703133318,0.0,0.0
11703132916,11703133319,0.0,0.0
11703132916,11703133622,0.0,0.0
11703132916,11703164402,0.31962562,111.93489
11703132916,11703164414,0.0,0.0
11703132916,11703164418,0.0,0.0
11703132916,11703164428,0.13327563,46.67396
11703132916,11703164502,0.0,0.0
11703132916,11703164507,0.0,0.0
11703132916,11703164509,0.0,0.0
11703132916,11703164528,0.0,0.0
11703132917,11703132904,0.0,0.0
11703132917,11703132905,0.0,0.0
11703132917,11703132908,0.0,0.0
11703132917,11703132909,0.29897988,109.354004
11703132917,11703132910,0.0,0.0
11703132917,11703132915,0.23057866,84.33578
11703132917,11703132916,0.14926142,54.59342
11703132917,11703132917,0.0,0.0
11703132917,11703132918,0.20859706,76.29585
11703132917,11703132919,0.11258298,41.178024
11703132917,11703132920,0.0,0.0
11703132917,11703132925,0.0,0.0
11703132917,11703133318,0.0,0.0
11703132917,11703133319,0.0,0.0
11703132917,11703133619,0.0,0.0
11703132917,11703133622,0.0,0.0
11703132917,11703133642,0.0,0.0
11703132917,11703164402,0.0,0.0
11703132917,11703164528,0.0,0.0
11703132918,11703132909,0.0,0.0
11703132918,11703132910,0.0,0.0
11703132918,11703132915,0.0,0.0
11703132918,11703132916,0.0,0.0
11703132918,11703132917,0.0,0.0
11703132918,11703132918,0.0,0.0
11703132918,11703132919,0.0,0.0
11703132918,11703132920,0.0,0.0
11703132918,11703132925,0.0,0.0
11703132918,11703133318,0.0,0.0
11703132918,11703133319,0.0,0.0
11703132918,11703133320,0.0,0.0
11703132918,11703133321,0.0,0.0
11703132918,11703133622,0.0,0.0
11703132918,11703164402,0.68173784,372.6634
11703132918,11703164414,0.0,0.0
11703132918,11703164418,0.021101773,11.535018
11703132918,11703164428,0.22090799,120.75656
11703132918,11703164502,0.0,0.0
11703132918,11703164507,0.07625234,41.68238
11703132918,11703164509,0.0,0.0
11703132918,11703164528,0.0,0.0
11703132919,11703132902,0.0,0.0
11703132919,11703132904,0.0,0.0
11703132919,11703132905,0.0,0.0
11703132919,11703132907,0.0,0.0
11703132919,11703132908,0.0,0.0
11703132919,11703132909,0.028499901,12.020594
11703132919,11703132910,0.022603214,9.533508
11703132919,11703132915,0.0,0.0
11703132919,11703132916,0.0,0.0
11703132919,11703132917,0.37229487,157.0253
11703132919,11703132918,0.067065924,28.286842
11703132919,11703132919,0.0,0.0
11703132919,11703132920,0.26489815,111.72786
11703132919,11703132922,0.0,0.0
11703132919,11703132924,0.0,0.0
11703132919,11703132925,0.24463794,103.18257
11703132919,11703132928,0.0,0.0
11703132919,11703133318,0.0,0.0
11703132919,11703133319,0.0,0.0
11703132919,11703133320,0.0,0.0
11703132919,11703133321,0.0,0.0
11703132919,11703133619,0.0,0.0
11703132919,11703133622,0.0,0.0
11703132919,11703133642,0.0,0.0
11703132919,11703164402,0.0,0.0
11703132920,11703132907,0.0,0.0
11703132920,11703132909,0.0,0.0
11703132920,11703132910,0.0,0.0
11703132920,11703132916,0.0,0.0
11703132920,11703132917,0.0,0.0
11703132920,11703132918,0.2561161,119.62851
11703132920,11703132919,0.0,0.0
11703132920,11703132920,0.0,0.0
11703132920,11703132922,0.0,0.0
11703132920,11703132924,0.0,0.0
11703132920,11703132925,0.23118764,107.98475
11703132920,11703132928,0.0,0.0
11703132920,11703133318,0.11530465,53.857307
11703132920,11703133319,0.18821949,87.91488
11703132920,11703133320,0.12876529,60.144596
