SA1_CODE_2021,Predicted_Weighted_Trips
10601111132,506.86960921064343
10601111133,526.6896679506215
10601111134,595.9804585353243
10601111135,491.1394151713611
10601111136,726.8351102065255
10601111137,350.95052731164276
10601111138,466.04043075511316
10601111139,346.8671642873963
10601111140,587.65045290337
10601111141,506.3502493314574
10601111142,373.5337508631369
10601111143,465.444470355641
10601111144,974.0158913199243
10601111146,345.8020124601822
10601111147,761.0043677234934
10601111148,620.3563453906987
10601111149,580.4654582292846
10601111150,531.8899737888487
10601111151,452.3890503305016
10601111152,526.3744666478683
10601111153,536.2701203630645
10601111154,561.0137137862777
10601111155,539.5788855373654
10601111156,555.2917646285329
10601111157,352.3926140451784
10601111158,652.4270721530138
10601111159,345.8020124601822
10601111302,527.5456033716164
10601111303,442.90630162022995
10601111304,523.1466726207709
10601111310,431.5151094675916
10601111311,517.2803700831388
10601111314,647.2628378884369
10601111315,519.4059208407613
10602111401,993.9034716842732
10602111402,686.8544241788619
10602111403,465.6430390963385
10602111408,534.6233542306792
10602111409,947.9569558659482
10602111410,2351.600090183867
10602111411,1614.2468525242011
10602111412,729.1191559307714
10602111415,615.8697973279559
10602111416,807.5592930605866
10602111417,657.6325096413492
10602111418,612.2489584192492
10602111419,420.95519614392117
10602111420,694.9453482683203
10602111421,732.1201447053224
10602111422,560.53115312559
10602111423,527.6798412776991
10602111424,432.58523902739887
10602111425,654.270217617365
10602111426,409.2885293791435
10602111601,595.5345931014551
10602111602,583.0992988670808
10602111603,478.22133986302924
10602111604,653.2086732682474
10602111605,606.2629801346118
10602111606,1130.9210478051111
10602111607,421.0276511718287
10602111608,553.3960692272817
